q,r,solar,wind,hydro,coal,oil,gas,uranium
9.0,-1.0,0.9785408,0.08880813,0.98,2.85159808E8,2113682.5,2.3451654E7,174685.8
9.0,0.0,1.0,0.097626165,0.92,3.12655168E8,30109.182,7207786.5,358766.78
9.0,1.0,0.9785408,0.5002903,0.09729291,2.7925664E8,2935670.2,1.4965178E7,72298.37
8.0,2.0,0.9175556,0.11760473,0.88000005,1.7143056E8,547018.6,8680515.0,114364.94
7.0,3.0,0.82634336,0.52278525,0.010779593,2.53483472E8,2601200.5,8612759.0,220921.75
6.0,4.0,0.7177883,0.8486074,0.12589324,2.58207744E8,0.0,1.6074038E7,152962.38
5.0,5.0,0.60539156,0.8957208,0.16386336,1.6482656E8,1295870.1,1.9601362E7,171121.02
4.0,6.0,0.5005938,0.5145646,0.20000029,9.3366352E7,0.0,0.0,23513.447
3.0,7.0,0.4110902,0.9812283,0.20000026,1.8023996E7,4935035.0,0.0,120430.086
2.0,8.0,0.34039086,0.668788,0.26000026,4.2123624E7,2912578.5,3.223543E7,307395.1
1.0,9.0,0.28842854,0.7390863,0.01374694,0.0,2.4E7,0.0,152534.17
0.0,10.0,0.25275078,0.92204916,0.08806685,1.1783184E7,6235757.0,1.1710516E8,34556.605
-1.0,10.0,0.25275078,0.4326241,0.16753447,6301244.5,8034713.5,1.39047248E8,413027.84
-2.0,10.0,0.25275078,0.7530199,0.40000027,2.3606476E7,4358292.5,1.00333688E8,97502.734
-3.0,10.0,0.25275078,0.6462488,0.07979529,4.5494864E7,6185371.5,8.4363616E7,44086.87
-4.0,10.0,0.25275078,0.8169664,0.08124138,5.2154888E7,1.3202458E7,0.0,80636.47
-5.0,10.0,0.25275078,0.849399,0.15703312,1.5774596E7,1637190.4,5948322.5,259078.06
-6.0,10.0,0.25275078,0.6596529,0.123529494,1.4429623E7,1421512.9,1.5054182E7,31819.37
-7.0,10.0,0.25275078,0.8454553,0.12481978,4.6690796E7,5708091.5,3.1384112E7,160188.95
-8.0,10.0,0.25275078,0.9292804,0.06382202,1.4720714E7,2.39045E7,5015812.0,185715.0
-9.0,10.0,0.25275078,0.7343501,0.08359766,3.5692252E7,7496415.0,6.7801008E7,84490.57
-10.0,10.0,0.25275078,0.5412574,0.05713091,9684922.0,7661728.0,1.39357424E8,29016.617
-10.0,9.0,0.28842854,0.6719122,0.13611557,1.364167E7,5821420.5,8.9341912E7,791089.5
-10.0,8.0,0.34039086,0.6070427,0.10302627,4.846758E7,1.1582727E7,2.1820476E7,105574.664
-10.0,7.0,0.4110902,0.6086031,0.3800003,4.1154976E7,1581430.1,1.682971E7,29937.441
-10.0,6.0,0.5005938,0.68720055,0.36000028,3.4163148E7,2165715.8,1.1685212E7,169227.97
-10.0,5.0,0.60539156,0.6668607,0.021083107,0.0,1542809.5,1.6271416E7,492660.62
-10.0,4.0,0.7177883,0.8910717,0.10814302,4.8153504E7,1397275.5,1.2561668E7,135229.27
-10.0,3.0,0.82634336,0.5752847,0.12273995,3.714728E7,1505512.2,2808093.8,9414.702
-10.0,2.0,0.9175556,0.690095,0.1013395,5.0617472E7,387870.28,3034252.5,102587.484
-10.0,1.0,0.9785408,0.5775869,0.09529442,5.0833596E7,455309.94,1.3140781E7,124787.664
-10.0,0.0,1.0,0.6205884,0.15101516,5.2509996E7,8426766.0,1.1081494E7,87523.94
-9.0,-1.0,0.9785408,0.10966182,0.15284382,4.0179392E7,9183726.0,7.8443296E7,271260.7
-8.0,-2.0,0.9175556,0.6170435,0.02874182,3.042112E7,2668787.8,7.5138592E7,255826.2
-7.0,-3.0,0.82634336,0.95996046,0.18772341,3.2151428E7,1354103.0,2.31845E7,140674.86
-6.0,-4.0,0.7177883,0.6971184,0.074356325,6763076.0,5670874.0,8.1437056E7,158462.73
-5.0,-5.0,0.60539156,0.88518655,0.16753735,4.2503612E7,5651411.0,3.8793756E7,41128.97
-4.0,-6.0,0.5005938,0.5966139,0.15314338,5.5413E7,1038643.25,8247628.0,45531.047
-3.0,-7.0,0.4110902,0.6104058,0.053725906,2.1564938E7,0.0,5220785.5,27681.37
-2.0,-8.0,0.34039086,0.69938976,0.010132909,3376243.2,3408920.0,0.0,270502.66
-1.0,-9.0,0.28842854,0.98567516,0.050814286,5.1046072E7,1151160.1,0.0,116360.086
0.0,-10.0,0.25275078,0.95223844,0.15135837,1.1690101E7,1643153.6,770616.44,164961.1
1.0,-10.0,0.25275078,0.86296535,0.19166087,3.4475604E7,1434363.9,1.467915E7,304098.62
2.0,-10.0,0.25275078,0.44177806,0.07952138,5308230.0,1.3155396E7,2.1692474E7,1824491.2
3.0,-10.0,0.25275078,0.24729657,0.18953456,6016747.5,1.941453E7,7761949.5,1668007.0
4.0,-10.0,0.25275078,0.9499278,0.19465496,4.6351356E7,4968740.0,6.0563276E7,235591.69
5.0,-10.0,0.25275078,0.5903822,0.16523992,2.062956E7,6036875.5,1.4E8,197663.31
6.0,-10.0,0.25275078,0.72677875,0.18806943,5.270858E7,4426343.5,4.5810556E7,63541.62
7.0,-10.0,0.25275078,0.91976655,0.18169439,5.8857352E7,2465158.2,1.909432E7,129701.45
8.0,-10.0,0.25275078,0.7042556,0.11863783,3.9784464E7,2218438.2,1.202429E7,168772.27
9.0,-10.0,0.25275078,0.97663677,0.070920415,4.4480004E7,50654.723,0.0,119974.79
10.0,-10.0,0.25275078,0.8071233,0.101947024,1.4632745E7,231904.73,2.4932104E7,88135.75
10.0,-9.0,0.28842854,0.86026764,0.041817322,2.8619342E7,368076.56,1.5552184E7,342378.47
10.0,-8.0,0.34039086,0.95894074,0.17878646,5.9479364E7,645936.75,2.3174854E7,267708.75
10.0,-7.0,0.4110902,0.7084932,0.07072404,5481836.0,3505758.5,1.4600596E7,282828.78
10.0,-6.0,0.5005938,0.5678574,0.056554012,5.7136984E7,377234.78,2.2696264E7,124192.59
10.0,-5.0,0.60539156,0.82877827,0.19386385,6.8360328E7,0.0,3231024.5,182822.3
10.0,-4.0,0.7177883,0.6092294,0.1800676,1.51094864E8,1783538.9,2.0818856E7,15966.786
10.0,-3.0,0.82634336,0.7251003,0.016418671,2.2004856E8,0.0,0.0,207090.1
10.0,-2.0,0.9175556,0.06939706,0.96000004,2.71182112E8,368369.8,1.1473314E7,211579.12
10.0,-1.0,0.9785408,0.60835063,0.024039999,2.4764416E8,3031823.8,2292755.8,302155.34
10.0,0.0,1.0,0.6755035,0.17192483,1.91684272E8,3345624.8,1824368.0,33541.996
